date,postId,text,likesCount,repostsCount,commentsCount,viewsCount,url,_id
2020-06-27T12:59:47+03:00,7727,"}1 09.03.01 ИНФОРМАТИКА И ВЫЧИСЛИТЕЛЬНАЯ ТЕХНИКА

🙋‍♂️Ферхов Александр, студент бакалавриата кратко рассказал о своем обучении на первом курсе.

Чему занимаешься на своей специальности?

""В данный момент я изучаю 2 языка программирования (Python и C), учусь грамотно оформлять документы в Word. Так же мы уже начали работать над собственными проектами"".

Что ты ожидаешь получить от вуза?

""Я хочу получить как можно больше тех знаний, которые мне действительно будут нужны"".",12,0,0,1341,vk.com/wall-48632629_7727,5f00910eb54d3850c4041223
2020-06-26T18:51:15+03:00,7726,"}1 09.04.03 ИНФОРМАЦИОННЫЕ СИСТЕМЫ НА ОСНОВЕ ТЕХНОЛОГИЙ ДОПОЛНЕННОЙ  И ВИРТУАЛЬНОЙ РЕАЛЬНОСТИ

👨🏻‍💻Халенков Александр заканчивает магистратуру в этом году и рассказывает о своих впечатлениях .

Чем ты занимался на своей специальности?

""Наше направление подготовки фокусировалось на всех существующих технологиях применяемых при разработки VR и AR проектов. Нас познакомили с 3DSmax, мощным редактором для 3D-моделинга, где нас учили делать 3D-модели, сцены и анимации. Это очень интересно, когда ты понимаешь как это работает, это настоящее творчество в мире технологий. Еще нас познакомили с такой платформой для разработки под VR\AR, как Vuforia, которая подключается к движку Unity, в ней мы делали различные AR-проекты. Также нам были доступны современные шлемы виртуальной реальности, такие как Oculus Rift и HTC Vive. Где каждый из нас в любой момент мог с этим познакомиться и пережить VR-опыт, поиграться - если попроще. Также нас научили вести жизненный цикл ПО, планировать развитие проекта и его поддержку. Да, были всякие общие дисциплины, в роде той же психологии и подобных. Но все они вкупе являются целостной программой, без лишнего, которая тебя вовлекает и ты знаешь для чего тебе все это учить и почему нельзя забивать ни на что"".

Чем ты занимаешься сейчас?

""На данный момент я являюсь стажером в компании Dunice, поскольку студий связанных с разработкой VR кейсов в Таганроге есть ровно ноль, однако то, чем я сейчас занимаюсь, это введение во фронтенд разработку, представляет для меня не меньший интерес"".",5,0,0,1155,vk.com/wall-48632629_7726,5f00910eb54d3850c4041224
2020-06-26T16:56:45+03:00,7725,"}1 НАБОР СОТРУДНИКОВ В ПАО «ТМК»

😉В Обособленное подразделение ПАО «ТМК» в г. Таганрог открыт набор сотрудников на новые проекты, затрагивающие различные аспекты автоматизации деятельности предприятия: MES, СИП, LIMS, ТОРО и другие.
   
📝Условия:
- Полная занятость;
- Пятидневная рабочая неделя;
- ЗП от 30 000 руб. по результатам собеседования.

Образование: профильное законченное высшее техническое (автоматизированные системы, программирование, прикладная математика, системный анализ и управление).
   
💁🏻‍♂️От тебя:
- Общие знания в области современных технологий построения ИС;
- Наличие навыков проектирования БД (ORACLE, MSSQL);
- Умение анализировать, обобщать и описывать бизнес-процессы;
- Умение вести деловую переписку по e-mail, деловые разговоры по телефону;
- Владение офисными приложениями пакета MS Office: Outlook, Word, Excel, Power Point;
- Английский язык (не ниже базового уровня, достаточного для работы с технической документацией).

Приветствуется:
- Опыт разработки сложных моделей данных и алгоритмов;
- Наличие навыков работы с высокоуровневыми языками программирования (JAVA, C#);
- Наличие компетенций в ANSI SQL, PL/SQL; HTTP(S), HTML, SOAP, Angular; XML/XSLT, SOAP, REST API (Интеграция), Python 3 (Планирование).

🙋🏻‍♀️Основные обязанности
- Проведение переговоров с бизнес-заказчиками, выявление и документирование потребностей (AS-IS), проектирование и описание технологии выполнения бизнес-процессов (TO-BE);
- Конфигурирование системы для выполнения бизнес-процессов;
- Документирование настроек;
- Тестирование выполнения бизнес-процессов;
- Описание и классификация ошибок/недочетов;
- Разработка требований для выполнения модификаций системы, консультирование программистов, приемка функционала;
- Разработка инструкций для пользователей;
- Обучение бизнес-пользователей;
- Обработка инцидентов по линии технической поддержки.
   
📱️Контакты: TkachenkoVV@tmk-group.com
 Ткаченко Владимир Викторович, начальник  Управления информационных систем.",4,1,0,1190,vk.com/wall-48632629_7725,5f00910eb54d3850c4041225
2020-06-26T12:45:19+03:00,7723,"}1 10.05.05 БЕЗОПАСНОСТЬ ИНФОРМАЦИОННЫХ ТЕХНОЛОГИЙ В ПРАВООХРАНИТЕЛЬНОЙ СФЕРЕ

💁Алиса Чеботарева обучается на специалитете и рассказала нам про свою специальность.

Расскажи о своих впечатлениях.

""Я обучаюсь не так долго. За весь курс я научилась распределять время и возможности. Повысила навык работы в команде. Говоря о дисциплинах, то я открыла для себя програмирование и математику в новом свете. За  курс я сменила отношение к этим предметам от ненависти до безумной любви. Я повзрослела благодаря обучению в университете, осознала, что люди не абсолютно ничем тебе не обязаны, и, если ты хочешь чего-то достичь, то нужно в первую очередь полагаться на себя, а потом уже искать помощи со стороны"".

Какие планы на будущее в твоём обучении?

""Я пока не поняла, чем конкретно буду заниматься на своей специальности, но вижу, что это просто океан возможностей, поэтому пытаюсь освоить ее не только в институте, но и самостоятельно"".",11,0,0,1292,vk.com/wall-48632629_7723,5f00910eb54d3850c4041226
2020-06-25T18:00:13+03:00,7722,"}1 27.04.03 СИСТЕМНЫЙ ИНЖИНИРИНГ

👩‍💼Юлия Волгина поделилась своими впечатлениями об учебе в вузе.

Что наиболее интересное ты запомнила на своей специальности?

""Не могло не запомниться работа в MATLAB, это было достаточно интересно, особенно моделирование. Не всегда все получалось, но когда получалось очень радовались. Ещё был очень интересный предмет, где мы касались Теории хаоса. Описание нелинейных динамических моделей, которые описывают процессы чуть ли не везде: в космосе, в биологии, и даже в экономике. Честно, не всегда было все понятно, но очень интересно"".

Что ещё запомнилось?

""Если брать обучение во время магистратуры, то очень хорошо запомнился курс психологии. Управление малыми группами, работа с руководителем, публичные выступления - думаю, многие вещи из курса психологии пригодятся в сфере управления, хоть это может быть понятно не сразу"".",7,0,0,1349,vk.com/wall-48632629_7722,5f00910eb54d3850c4041227
2020-06-25T12:19:21+03:00,7720,"}1 09.03.01 ИНФОРМАТИКА И ВЫЧИСЛИТЕЛЬНАЯ ТЕХНИКА

🙋🏻‍♀️ Студентка бакалавриата Архипенко Анастасия сказала пару слов о своей специальности.

Чему учат в вузе?

""В первых семестрах изучаем языки программирования: С, С++, С# . Работаем на различных операционных системах, разбираемся в компьютерных сетях. Пару семестров занимались моделированием и теориями принятия решений. На старших курсах занимаемся всем, что связанно с базами данных. По мимо профильных дисциплин, заинтересовали психология и философия.”

Что ещё делаешь на своей специальности, кроме стандартных дисциплин?

""С первого курса мы занимаемся творческими проектами, в которых командно создаём какой-нибудь полезный продукт. В первом своем проекте, я с ребятами создавала мобильное приложение, которое помогает контролировать расходы. Во-втором - уже большой командой мы делали RPG-игру"".",16,1,0,1601,vk.com/wall-48632629_7720,5f00910eb54d3850c4041228
2020-06-24T18:00:13+03:00,7719,"}1 09.04.04 ПРОГРАММНАЯ ИНЖЕНЕРИЯ 
 
👨‍🎓Илья Шепель в 2018 году закончил магистратуру и сказал пару слов о своем образовании. 
 
Что скажешь по поводу обучения? 
 
""Все дисциплины этой специальности требуют от студента умения писать код, и при этом обычно преподаватели не задают жёстких ограничений на язык программирования. Большинство заданий вы можете сделать на Python, C++, C# или Java. Лабораторных и практических работ будет достаточно много, что даёт возможность студентам отточить свои практические навыки. Теоретическая подготовка также широко представлена как фундаментальными, так и специализированными дисциплинами"". 
 
Какими проектами ты сейчас управляешь\разрабатываешь? 
 
""Во время учёбы и до сих пор я разрабатываю алгоритмы, а затем и ПО для обнаружения препятствий и распознавания объектов по данным от систем технического зрения. Я специализируюсь на обработке облаков точек от лидаров. Это применяется в различных робототехнических проектах. Так я работаю в АО Научно-конструкторском бюро вычислительных систем, и один из моих проектов - это разработка системы определения препятствий беспилотного автомобиля. Об этом была моя магистерская диссертация, и сейчас в аспирантуре я также развиваю эту тематику"".",10,0,0,1534,vk.com/wall-48632629_7719,5f00910eb54d3850c4041229
2020-06-24T12:54:42+03:00,7717,"}1 10.05.05 БЕЗОПАСНОСТЬ ИНФОРМАЦИОННЫХ ТЕХНОЛОГИЙ В ПРАВООХРАНИТЕЛЬНОЙ СФЕРЕ

💁Велигурина Наталья, студент специалитета ответила на наши вопросы.

Что можешь рассказать о своей специальности?

""Специальность ещё не слишком распространенная, но очень перспективная. Особенно будет интересна для тех, кто не просто планирует программировать, но и связать свою жизнь с правоохранительной или военной сферой"". 

Какие дисциплины ты изучаешь?

""Так как я заканчиваю только первый курс, то изучила не так много дисциплин. Уже с первого года мы изучаем не только общеинститутские предметы (история, психология, иностранный язык), но и направленные именно на нашу специальность - такие, как  программирование на языках высокого уровня в задачах защиты информации, математическую логику и теорию алгоритмов, высшая математика, проектную и инженерную деятельности и многие другие"".

Чем ещё занимаешься в университете?

""Так же с первого раза курса мы выполняем творческие проекты командами, которые подразумевают создание какого-либо продукта, полезного и интересно для общества, будь то специальное приложение для определения свободного места для парковки автомобиля, новая интересная игрушка для смартфона или усовершенствование сайтов нашего института"".",13,0,0,1440,vk.com/wall-48632629_7717,5f00910eb54d3850c404122a
2020-06-23T20:22:11+03:00,7715,"}1 EXCEED TEAM ПРИГЛАШАЕТ НА СТАЖИРОВКУ

😉Компания Exceed Team разрабатывает веб-приложения для стартапов и развивающихся компаний. Сейчас компания активно растет, поэтому она открывают набор на стажировку. 
 
💁‍♂От тебя: 
- знание базы программирования на любом языке; 
- владение английским на уровне не ниже В1 (ты можешь говорить, писать и понимать, когда с тобой разговаривают). 
 
🙋‍♀Для тебя: 
- персональный план обучения на 3 недели и поддержку наставника; 
- официальное трудоустройство после успешного прохождения обучения; 
- гибкое начало рабочего дня с момента официального трудоустройства; 
- заработную плату, которая напрямую зависит от твоих навыков.

За подробностями пиши HR-менеджеру, [https://vk.com/hr_daria|Дарье].",10,1,0,1322,vk.com/wall-48632629_7715,5f00910eb54d3850c404122b
2020-06-23T18:35:17+03:00,7713,"}1 27.04.03 СИСТЕМНЫЙ АНАЛИЗ И УПРАВЛЕНИЕ

👩‍🎓Маргарита Логошина окончила магистратуру в 2018 году. Мы попросили рассказать её о своей специальности.

Какие дисциплины заинтересовали тебя больше остальных?

""В магистратуре мне очень нравились предметы, в которых мы рассматривали многокритериальные методы принятия решений, базис теории систем, знакомились с методами организации производства и управления проектами. Все это требует аналитической работы и системного подхода. То, что я научилась использовать системный анализ помогает мне в моей работе. В конце концов именно в магистратуре я хорошо освоила Excel. Казалось бы, это очень простое и старое приложение, а оно до сих пор активнее всего используется в работе менеджеров"".

Чем ты занималась на своём направлении?

""Мы работали в средах MatLab и Mapple, в которых моделировали технические системы и подбирали законы управления к ним. Моя диссертация заключалась в том, чтобы подобрать законы управления для синхронизации хаотических приемопередатчиков. Эта задача  актуальна, ей занимаются в НИИ или КБ, связанных с передачей сигналов. Несмотря на то, что специальность у нас техническая, мы рассматривали управление системами с разных сторон. Сейчас я занимаюсь управлением проектами"". 

Чем ты занимаешься сейчас?

""До декабря я работала в Umbrella IT и там управляла техническими проектами, с декабря по настоящее время - в СКБ ""КИТ"" ИКТИБ, руковожу самим СКБ и проектами СКБ"".",22,0,0,1674,vk.com/wall-48632629_7713,5f00910eb54d3850c404122c
2020-06-23T12:00:15+03:00,7712,"}1 09.03.02 ИНФОРМАЦИОННЫЕ СИСТЕМЫ И ТЕХНОЛОГИИ

👩‍💻Петрова Ангелина, студент бакалавра поделилась с нами впечатлениями о своей специальности.

Расскажи, какие дисциплины ты изучала на своем направлении?

""За время обучения я освоила множество дисциплин, как общеинститутских, например история и иностранный язык, так и специализированных: мультимедиа технологии, моделирование систем, и пр.""

Какие навыки ты получила во время обучения?

""Образовательная программа позволила мне приобрести хорошие навыки в оформлении инженерной документации, использовании различных программных комплексов, необходимых в работе IT-специалисту (системы моделирования, среды программирования, графические и текстовые редакторы, среды для администрирования сетей, а также операционные системы); научиться управлению проектами при реализации инженерных решений"".",11,0,0,1558,vk.com/wall-48632629_7712,5f00910eb54d3850c404122d
2020-06-22T18:00:13+03:00,7710,"}1 27.04.03 СИСТЕМНЫЙ ИНЖИНИРИНГ

👩‍🎓Студент магистратуры Самойленко Валерия рассказала нам, чему учат на их специальности.

Почему решила пойти именно на это направление?

""Я задумалась о расширении навыков владения программными продуктами для построения систем, как технических, так и управленческих. Магистерская программа в ИКТИБ открыла для меня такую возможность. Параллельно с изучением образовательной программы, стала победителем Всероссийских и Международных конкурсов, расширила круг профессиональных связей и знакомств"".

Чем конкретно занимаешься?

""В рамках магистерской работы занимаюсь сайтом Проектного офиса ИКТИБ, который в рамках своей диссертации я расширяю и разрабатываю мультиагентную систему"".

А что делаешь помимо обучения?

""В рамках внеучебной деятельности занимаемся с командой проектом для людей с ограниченными возможностями передвижения «ШАГ. Передвижение без границ»""",19,0,0,1523,vk.com/wall-48632629_7710,5f00910eb54d3850c404122e
2020-06-22T12:00:12+03:00,7708,"}1 10.05.03 ИНФОРМАЦИОННАЯ БЕЗОПАСНОСТЬ АВТОМАТИЗИРОВАННЫХ СИСТЕМ СПЕЦИАЛЬНОГО НАЗНАЧЕНИЯ 
 
👨‍🎓 Студент специалитета Силин Олег рассказал нам о том, как ему живется в университете и чему его учат на его специальности.

Чему вас учат?

""Нас учат предотвращать различные атаки на информационные системы и исправлять их последствия. Изучаем все, что связанно с сетями. В нашей программе выделено время на изучение правовой части, связанной с безопасностью. Кроме того, я получил навыки программирования на Python и шифрования информации"".",23,0,0,1758,vk.com/wall-48632629_7708,5f00910eb54d3850c404122f
2020-06-20T09:00:08+03:00,7705,"Дорогой поступающий!

🤩Мы с радостью объявляем о том, что приемная комиссия начала свою работу.

📝Ты можешь заполнить и подать заявление не выходя из дома, а также появилась возможность прийти к нам лично. Подробнее об этом расскажем в нашем следующем посте. Следи за новостями. 

😉Переходи на сайт и оставляй свою заявку:
https://sfedu.ru/www/stat_pages22.show?p=ABW/abiturientu/P",29,2,0,1822,vk.com/wall-48632629_7705,5f00910eb54d3850c4041230
2020-06-18T14:59:26+03:00,7703,"}1 ЛУЧШИЕ ПРОЕКТЫ ИКТИБ

🤩30 мая студенты ИКТИБ представилии свои проекты экспертному жюри.

Лучшие команды:

🤖Highly Productive Team
💁🏻‍♂️Наставник: Пленкин Антон Павлович
🖥️Проект: “Черный список” - это облегченная версия CRM системы для управления своим списком надежных и ненадёжных клиентов. “Ненадежность” клиента - это субъективная категория, которая формируется путем анализа исходной информации, истории работы с клиентом, личностных качеств и т.п.

🤖BrainStorming
🙋🏻‍♂️Наставник: Компаниец Виталий Сергеевич
🖥️Проект: Игровое приложение с нейроинтерфейсом. Основной принцип управления игрой заключен в концентрации внимания и расслаблении. То есть, активно размышляя о чем-либо или же, наоборот, медитируя, пользователь через гарнитуру управляет игрой «без рук», что делает игровой процесс еще более захватывающим.

🤖SPACE G
💁🏻‍♀️Наставник: Ищукова Евгения Александровна
🖥️Проект: В 2018 году на кафедре БИТ ИКТИБ ЮФУ начала свою работу школа повышения IT-грамотности для школьников. Для повышения интереса школьников к программе команда разработала сервис, где в игровой форме школьники смогут изучать основы компьютерной грамотности и основы информационной безопасности.

🤖Create Control Carry (CCC)
🙆🏻‍♂️Наставник: Елькин Дмитрий Максимович
🖥️Проект: ""Платформа для поиска места для прохождения практики"" - веб-сайт для выбора места прохождения практик обучающихся. Проект на особом внимании у руководства ИКТИБ и разрабатывается проект внедрения сервиса.

🤖BrightMind
💁🏻‍♂️Наставник: Олейников Константин Анатольевич
🖥️Проект: Создание интерактивного макета участка городской среды - полнофункциональный макет-рабочий стенд, в котором робот передвигается согласно поставленной ему задаче перемещению в макете участка городской среды.

🎁Каждому участнику команд будут вручены памятные подарки от Проектного офиса ИКТИБ!

🏅Поздравляем с отличным завершением творческого проекта и желаем успехов в развитии проектов!",18,0,0,1644,vk.com/wall-48632629_7703,5f00910eb54d3850c4041231
2020-06-16T08:22:35+03:00,7701,"}1 СРОЧО! СТИПЕНДИЯ ГУБЕРНАТОРА РОСТОВСКОЙ ОБЛАСТИ

В соответствии с письмом Министерства общего и профессионального образования Ростовской области, 20 аспирантам и 33 студентам ЮФУ будет назначена стипендия Губернатора Ростовской области на период с 01.08.2020 г. по 31.12.2020 г. 

При подготовке указанного в распоряжении пакета документов особое внимание обратить на то, что к стипендии представляются аспиранты и студенты очной формы обучения (за исключением обучающихся выпускных курсов), имеющие постоянную регистрацию на территории Ростовской области. 

Стипендия назначается по результатам летней промежуточной аттестации аспирантам со второго года обучения, студентам бакалавриата, специалитета - с 3 курса обучения, студентам магистратуры – с 1 курса обучения, за исключение выпускных курсов.

ВАЖНО!
Первичные пакет документов (характеристику и список научных трудов в формате docx) необходимо отправить до 10:00 17.06.2020 г. на почту kumov@sfedu.ru (тема письма ""Стипендия Губернатора).
По итогам рассмотрения будут отобраны кандидаты для выдвижения от института для назначения стипендии.",3,1,0,1542,vk.com/wall-48632629_7701,5f00910eb54d3850c4041232
2020-06-11T14:31:59+03:00,7698,"}1 КОМАНДЕ ИКТИБ НУЖЕН 👍🏻

Наш [club47535294|университет] совместно с [club164984229|Университетом 20.35] проводит интенсив SfeduNet2.0. 
Команда ""46и"" #ИКТИБ под руководством [id830268|Евгении Александровны Ищуковой] сделала проект «Разработка и исследование методик оценки надежности современных систем распределенного реестра».

Для победы в конкурсе команде нужна поддержка всего института!
Для этого надо сделать два простых действия:
1) пройти по ссылке https://youtu.be/x0xW-uKGpRo
2) поставить 👍🏻",16,2,0,1394,vk.com/wall-48632629_7698,5f00910eb54d3850c4041233
2020-06-11T11:05:43+03:00,7697,,4,0,0,1052,vk.com/wall-48632629_7697,5f00910eb54d3850c4041234
